,0
78,indeed mr jefferson we still are very interested in life
79,but today we want life for the planet not just for ourselveslife for plants animals protozoa and chromosomes
80,there was no such word as ecology at the time of the american french and russian revolutions
81,there is such a word today
82,all of us would do well to add it to our shrinking vocabulary
83,liberte
84,in our lifetime we have had some lost some and recovered some
85,the course of liberty often follows the arc of a pendulumfrom little to excessive and back to little again
86,most states at most times have had less rather than more liberty but kings priests lawyers even lowly citizens have at one moment or another enjoyed sufficient liberty of thought and action to try to loosen the shackles of church and state
87,taboos exist in totalitarian states taboos exist in democracies
88,breaking taboos in authoritarian regimes may mean death in democracies the penalty may be social ostracism and penury
89,in either case liberty is significantly curbed
90,liberty is always relative
91,essentially it is a byproduct of the will of the people the lay of the land and the condition of the state
92,those who cry for more liberty should really cry for a higher culture that recognizes the value of liberty
93,who or what can produce a higher culture
94,a more intelligent body politic would be a first step
95,egalite
96,no one is equal to anyone else not even identical twins
97,politicians in democracies instead of rhapsodizing over equality should accept the fact of human inequality and devote their talents to making the best not the worst of it
98,every sane person is fit for some occupation for some niche in life
99,constant appeals to equality become psychological sores
100,we are what we are
101,the trouble starts when we let envy the ethnostate 7 and resentment deny our differences
102,the acceptance and recognition of these variances is a brake to envy and a spur to a higher appreciation of the richness of the human tapestry
103,when equality is reduced from an impossible ideal and an excuse for violence to a meaningless cliche everyone will breathe easier
104,our stay on this blue planet is a short one
105,we should make the most of these fleeting moments and not waste them at the urging of demagogues who urge us to achieve the unachievable
106,let us be thankful for our inequality
107,what a drab world this would be if we were all cast in the same mold
108,fraternite
109,obviously all men have similarities just as they have differences
110,but they are never brothers
111,it is wiser to base our behavior on this truth than to pretend otherwise
112,our ability does not make us fraternal
113,fraternity applies to people who feel close to each other people of similar race and cul­ ture
114,to sell brotherhood to men and women of different races separated not only by genetics but by obvious differ­ ences in religion art language and historical background is an exercise in futility
115,the brotherhood based on slogans not genes will snap under the least pressure
116,like liberty and equality fraternity has a pretty sound but at bottom it is an ignis fatuus that has led us and continues to lead us into a quicksand of broken hopes and promises
117,woodrow wilson called on the brotherhood of man to make the world safe for democracy
118,communists called upon the proletariat to rise up and cast off its chains
119,all such words do is deceive good men by overloading their hearts with false expectations
120,as to the pursuit of happiness this materialistic hedon­ istic goal which tends to define mankind as a sort of pleasure­ seeking machine is hardly a worthy one
121,of all the pursuits to choose from happiness should come after not before edu­ cation art philosophy health and good government
122,hap­ piness can be pursued for itself but it is more likely to be achieved vicariously by the pursuit of more significant and meaningful goals
123,for this reason hedonism remains the great chink in jeffersons philosophical and political armor
124,men should respect not deify both individual and collective freedom
125,there are nobler and higher aims such as preparing 8 the elhnostate to climb the next rung in the evolutionary ladder
126,just as homo sapiens evolved from homo erectus and homo erectus from earlier hominids and earlier hominids from primates homo supersapiens must evolve from homo sap
127,the word must is used advisedly because the alternative to upward evolution is downward and retrograde evolution
128,if civiliza­ tion can slip back into barbarism as it often has who can say that this time it will not permanently remain in reverse gear
129,the scene in some of the worlds largest cities suggests that modem man is already degrading into a more primitive spe­ cies
130,who can know for certain that man will not some day decline into a lowerorder organism and disappear forever
131,the possibilities are endless for his downgoing the chances for his upgoing quite limited
132,if thanks to some beneficial mutation man has the ability and the will to make the quantum jump into a higher evolu­ tionary grade the question arises from what ethnic group will he emerge
133,everyone of course will root for his home team
134,members of the northern european branch of the white race who have been top dogs until recently should make every effort to keep their group in the pink of mental and physical condition if they are not going to lose out permanently to the japanese or members of some other mongoloid race
135,as with gifted children who are singled out and assigned to advanced classes so the more gifted members of every race should be provided with whatever is needed to help fulfill their individual and collective potential
136,it goes without saying that these spe­ cial students should not have their education slowed by being forced to move at the pace of less capable and less astute learners
137,gifted pupils often become so bored at the repetitive lessons required by the slow student that they may develop a lifelong antipathy to education
138,at the same time slow learners are made tragically aware of their own deficiencies by being compelled to compete with bright pupils
139,rather than con­ tinue this hopelessly unequal battle they drop out
140,when we speak of intelligence we mean more than verbal acumen and quick thinking
141,we are also speaking of such im­ portant character traits as a fine sense of moral responsibility the ethnostate 9 the ability to concentrate and a serious attitude towards life
142,the absence of these and similar traits in a genius with an iq of 180 could make him more of a menace than a boon to mankind
143,it follows that the population group best qualified to produce the ubermensch will need much more than a high genetic quotient of intelligence
144,assuming that members of the northern european branch of the white race and their descendants overseas are still con­ temporary favorites in the evolutionary race this is not to say that other races should consider themselves out of the running
145,genetics can play strange tricks
146,scores of white black and yellow launching pads should be constructed to speed the advent of a higher life form
147,in the meantime every race cannot help but obtain immense physical and mental benefits from strenuous competitive efforts in advancement
148,since this competition throws every population group back upon its own capabilities and resources it will discourage inter­ ference and bullying from other groups
149,nothing distorts and retards true cultural development more than interference by outsiders either through what is called cultural imperialism direct military intervention or massive immigration
150,one of the worst cases of what might be called culturecide was the wests highhanded intrusion into the lives and customs of the poly­ nesian peoples
151,white diseases white religion white trade white mores all combined to corrupt one of the worlds most color­ ful lifestyles
152,such acts of desecration with which history is replete must be stopped at all costs
153,invaders whether armed with holy books machine guns or alien customs bring with them cultural as well as physical diseases for which indigenous peoples have little or no immunity
154,the loss of morale and feelings of inferiority cased by the presence of techno­ logically and industrially advanced strangers can well be a prelude to ethnic dissolution and anomie
155,whatever lan the natives have managed to retain will be wasted on cultural preservation rather than on cultural advancement
156,separation and reduction into smallscale political units not accelerated coagulation into ever larger nations empires and spheres of interest should be the political prescription for the 10 the ethnostate future
157,but since this goes against the grain of globalist think­ ing which still holds sway in most western power centers devolution will only become mainstream politics after a revo­ lutionary shift in popular attitudes
158,some parts of the west have already entered a tentative de­ volutionary phase the centrifugal breakaway into disparate geographical racial and cultural divisions now occurring in eastern europe is resurrecting and accelerating longheld separatist feelings elsewhere
159,paradoxically separatism may be the wests best hope of holding together
160,only after the dis­ eased whole has fragmented can the pieces be rearranged reorganized and put back together to comprise a whole that is both healthier and greater than the sum of its parts
161,separatism
162,population groups are not equal no matter what liberal social scientists tell us either out of the goodness of their hearts or for less charitable reasons
163,the most effective method to reduce the social frictions caused by inherent group inequalities is separation a step which as we shall see further on in this study represents significant progress along the road to the ethnostate
164,inequalities become much more apparent and galling when different races and subraces are forced to live side by side where their unequal performance and differ­ ent behavior cannot be concealed
165,gathering men and women of similar biological and cultural background into a state of their own eliminates the invidious racial comparisons of test scores in classrooms and achieve­ ments in later life
166,in an ethnostate where the competition is limited to members of the same race no racial factors will be dredged up to explain why some citizens get ahead and some are left behind
167,whatever domestic disparities exist will have to be ascribed to individual and class differences
168,perhaps most important the envy and frustration inherent in losing will be greatly reduced
169,losers are less put out and an­ gered when they are beaten by one of their own kind
170,inequality among races living side by side sparks fearsome amounts of political economic and social stress
171,class inequal­ ities though always harbingers of instability seldom boil over the ethnostate 1 1 until the economic differences become so sharp that the poor are driven to desperation
172,individual inequalities incite crimi­ nality but otherwise are fairly manageable
173,despite their different prefixes devolution and evolution are synergistic that is they give each other a political and social boost
174,evolution propagates variety
175,opposing any drift to­ wards genetic sameness and cultural conformity tends to keep homo sapiens on a progressive evolutionary path
176,a world of political mosaics a world of etlmostates a devolutionary world keeps the faith so to speak with darwin and mendel
177,if mankind were one one plague might be its death knell
178,everyone would have the same lack of immunity to a new lethal disease
179,as an article in the los angeles times april 26 1990 put it if all family members are genetically alike all will respond to changes in their environment in the same way
180,if one cant survive all will perish
181,recall the irish famine of the 1840s
182,since all the potatoes were genetically similar there were no varieties to resist the fungus that caused anywhere from a million to two million deaths and changed the racial composition of the united states
183,had the irish cultivated several varieties of potatoes one or two might have had the genes to resist the fungus which would have saved much of the crop
184,a mono racial humanity would be extremely vulnerable to any outbreak of a serious infectious disease whereas the political and cultural isolation and geographical separation provided by ethnostates would significantly increase the possibility that some population groups would have varying degrees of resistance to different diseases either old or new
185,an increase in human variety would also mean an increase in the possibility of genetic improvements
186,mutations are always floating about in the hu­ man population most bad a few beneficial
187,variety increases not only the number of mutations but the chance that a very few of them the beneficial ones could actually be preserved and distributed throughout an entire ethnic group
188,in carefully tended gardens of genes who can say what bio­ logical blooms might eventually dazzle the eye
189,is it any won 12 the ethnostate der that the ethnostate can be designated as the one form of statehood with solid scientific underpinnings
190,we are told that some 95 of all the species that ever existed on this planet have become extinct
191,at the current rate of habitat destruction another million species of plants animals insects fish and birds will have disappeared by the end of this century
192,as a result several governments have established biospheres special environments to save endangered plants and animals from extinction
193,cary fowler director of the rural advancement fund international declares my guess is weve got another decade to collect genetic diversity or the games over
194,con­ sidered in this light the ethnostate concept gains greatly in importance
195,it promises a readymade biosphere for safe­ guarding not only plants and animals but also human beings
196,secession
197,one form of devolution is secession defined as the voluntary severance of one part of the body politic from the whole body
198,peaceful secession calls for the agreement of the two parties involved the secessionists and the rulers of the state from which they wish to secede
199,this agreement is gen­ erally hard to obtain with the result that secession has often provoked bloody civil wars one of the most notable being the fratricidal conflict in the united states in 186165 secession which is not always resisted or contested takes place most often during the disintegration of empires and multiracial states
200,a prime example or examples are the many secessions now underway in the detritus of the soviet union
201,in many such cases the spinoff allows longsuppressed peoples to rediscover their old identity and recover their longlost independence
202,the births of czechoslovakia hungary and yugoslavia successor states of the austrohungarian empire after world war i were sometimes violent sometimes peaceful exercises in devolution though the further fragmentation of yugoslavia seven decades later was bathed in blood
203,one of the sacred texts associated with an act of seces­ sion is the declaration of independence which begins when in the course of human events it becomes necessary for one people to dissolve the political bands which have connected them with the ethnostate 13 another and to assume among the powers of the earth the separate and equal station to which the laws of nature and natures god entitle them  these lofty words written by a jefferson inspired by roseate visions of freedom and liberty were often heard in both the american revolution and the war between the states the first a violent but successful instance of secession the second a vio­ lent but unsuccessful one
204,the genetic damage suffered in the former conflict was minor
205,in the latter it was immense so immense that all the auvantages that came from binding the tom nation together and making possible its eventual rise to superpower status may have been negated by the loss of hun­ dreds of thousands of potential fathers and millions of unborn sons and daughters of the young nations founding stock
206,the severe drain on the reproductive potential of the core popula­ tion group opened the door to the importation of vast numbers of white immigrants of disparate races and cultures
207,secession being a very serious act it must at all costs be handled wisely and diplomatically
208,it would hardly be bene­ ficial to a population group to secede from a large state and establish its own ethnostate if the latter is immediately overrun and ravaged by the state from which it seceded or by a neigh­ boring nation with expansionist tendencies
209,it makes little sense for a new state to risk certain war or invasion while it is in its weak formative stages and while its chances of survival are minimal
210,secession should be carefully planned and only undertaken when the time is ripe and the possibility of success extremely high
211,as has happened all too often in history secessions have ended in massacres and in the extinction or near extinction of the secessionists
212,many perhaps most successful secessions have taken place in stages first a campaign for federation then for confeder­ ation then for partial autonomy as in the swiss cantons
213,the larger state will resist much less vigorously if it is prepared­ broken in as it werefor eventual separatism
214,when faced with a sudden separatist coup or jait accompli forceful re­ pression is not an uncommon response
215,14 the ethnostate devolutionaries
216,the thme of devolution has been touched on by other writers who while carefully avoiding the racial factor have pointed out that bigness is a principal cause of contemporary social problems
217,in his study the breakdown of nations leopold kohr an austrianborn economist advances a cyclic theory of history that oscillates slowly back and forth from what he calls districts and small city states to integra­ tionist empires the latter becoming so huge so far removed from mans original tribal state that they inevitably collapse of their own weight
218,the fragments then proceed to rearrange and reorganize themselves in more or less the same provinces regions territories or districts from which the nations and empires originally arose
219,in regard to old european provinces kohr writes their restoration would consequently not mean the creation of an artificial pattern but a return to europes natural political landscape
220,no new names would have to be invented
221,the old ones are still in exis­ tence as are the regions and peoples which they derme
222,it is the great powers which lack the real basis of existence and are without autochthonous selfsustaining sources of strength
223,it is they that are the artificial structures holding together a medley of more or less unwilling little tribes
224,there is no great british nation in great britain
225,what we find are the english scots irish cornish welsh and the islanders of man
226,in italy we find the lonibards tyroleans venetians sicilians or romans
227,in germany we find bavarians saxons hessians rhinelanders or brandenburgers
228,and in france we rmd normans catalans alsatians basques or burgundians
229,these little nations came into existence by themselves while the great powers had to be created by force and a series of bloodily unifying wars
230,e f schumacher pleads the case for smallness from a less political and more aesthetic perspective
231,in his bestseller small is beautiful he catalogs all the various aspects of culture that have become too large either to be understood or appreciated
232,the late germanborn architect mies van der rohe although he has designed several large buildings in north america became at least a parttime member of the micro club following the utterance of his widely publicized aphorism less is more
233,no one has put the case for ethnostates in more concise and more convincing words than bob hunter in his column for the north shore news june 6 1990 a small suburban paper in the ethnostate 15 vancouver british columbia if the world was to be divided up into say 2500 little countries and the boundaries of each country were drawn to fit the contours of the national biological regions the natives inhabited each country would become responsible for a shared biozone  in theory the inhabitants of each such region would have every reason to work together to preserve their area
234,moreover because they were indigenous
235,they could be counted on to have the best understanding of how to truly manage the environment
236,hunter compared the soviet union before its dissolution to canada in tenns that would delight the most straitlaced ethno­ statists neither nation has any organic tribal basis
237,each represents a long string of conquests and occupations and deals and ripoffs culminating in two almost polaropposite political systems which are nevertheless almost identical at their core canada and the ussr are incredibly centralized bloated administrations both of them  both are bureau­ cracies gone mad
238,having far too much control over affairs in distant parts of the imperium
239,hunter might have included the united states in the above paragraph
240,however neither kohr schumacher nor hunter penetrated the heart of the matter because none based his devolutionary proposals on the racial element which can make or break any political entity
241,kohr advocates the breakup of the superstates into small states but never mentions the all­ important biological aspect of the geographical and demo­ graphical shrinkage he is advocating
242,small states that are home to several races and several cultures are no more indeed often less stable than heterogeneous superstates
243,the provinces and districts that kohr praises were and in many cases still are monoracial
244,yet he avoids any allusion to their racial homo­ geneity
245,nor will he admit that his cyclic theory of history does not apply to most of the worlds black and brown societies many of which have never ventured into bigness
246,as the odinist vol
247,95 1986 comments if a societys physical size alone were the determining factor in unleashing its creativity
248,then every race
249,every people and every nation at some time or another should have experienced a blossoming of culture comparable to that of europe at its minuscule best
250,such has definitely not been the case
251,16 the ethnostate similarly schumacher advances almost every argument he can summon up to make his case for smallness except the monoracial one
252,kohr was half right in predicting the instability of nations and empires once they approached gigantism
253,but he was probably wrong when he wrote that fragmentation will only occur after a war between the superpowers
254,the soviet union has already fissioned and there is as yet no world war iii in sight though smaller regional wars are always a possibility particularly in ethnic hot spots like south africa and the mid­ dle east
255,as for the fission of the only remaining superpower forces are currently at work which practically ensure that the america of ad 2050 will bear little resemblance in size and shape to the america of the 1990s
256,manageable size
257,the basic sine qua non of an ethnostate the prop on which it succeeds or fails is racial and cultural homogeneity
258,we have already suggested that a second prop almost as basic is smallness
259,no government can be truly effective over the long haul if it presides over a huge territory no matter how well integrated racially and culturally the popu­ lation may be
260,the more distant geographically government is from the governed the more removed it will be from the real concerns of its people
261,before proceeding any further it should be pointed out that the size of the ethnostate not only refers to territory but also to population
262,if the personalization of government is to be one of the ethnostates principal aims the governed must not exceed a reasonable number
263,it is simply impossible for even the most ingenious statesmen to govern a country of 50 100 or 200 million people without losing the personal touch that makes government acceptable supportive and supportable thomas jeffersons emphasis on ward government in which most of the governing is exercised at the local level almost seems as if he had an ethnostate in mind
264,a small state with a small homogeneous population is obviously easier to manage than a large state with a heterogeneous population
265,anyone who has ever attended a town meeting in a large city would the ethnostate 17 probably agree
266,more often than not sllch confabs break up into acrimonious shouting matches
267,most large states obviously have an advantage over small ones in military resources though not necessarily in military morale
268,accordingly all ethnostates should be kept as small as possible both in regard to territory and population if only to prevent the formation of big states whose size alone might tempt them to overwhelm a smaller neighbor
269,for defense against large ethnostates and large states that have not yet become ethnostates economic and military alliances should be entered into by the smaller states to protect their sovereignty
270,large states that exhibit signs of aggression should be in­ formed in no uncertain terms that an attack on one member of such an alliance would be viewed as an attack on all members
271,as will be pointed out in chapter 5 nuclear weapons by their very awesomeness favor the defense of small states
272,what benefits would victory in war bring to an empire or nation that lost half or more of its industry its cities and its population to a few wellaimed nuclear warheads on longrange missiles
273,the small state that launched the missiles would be utterly destroyed
274,but at what cost to the large state
275,because they sti11live in the worlds largest territorial state some russians would like to see their ponderous russian federation divided into a european russia and an asian russia siberia
276,japan the largest homogeneous nation has far too many people for personalized government
277,the japanese if made aware of the advantages of decentralized rule might allow greater autonomy to their reconstituted historical pro­ vinces and to their small and powerless ainu and korean minorities
278,japan by the way is not so culturally homo­ geneous that the japanese cannot tell the geographical or provincial origins of their fellow citizens by their accents
279,canada another of the gargantuan states has already entered a centrifugal phase
280,the frenchspeaking part of the country is moving towards almost total independence while in western canada an increasingly vocal movement wants to secede from the government in ottawa and shake off the financial control of toronto
281,after quebec spins off nova scotia and new 18 the ethnostate foundland will be cut off from the rest of englishspeaking canada
282,there is already talk in these two provinces about joining the united states
283,america another grotesquely oversized nation has already become a mosaic though not quite the gorgeous mosaic of new york city mayor david dinkins
284,hispanics largely from mexico crowd the southwest
285,cubans have all but taken over south horida
286,negroes 30 million strong are jammed into innercity ghettos and scattered throughout the rural south
287,large numbers of jews representing the top economic eche­ lons in the largest cities are particularly influential in new york los angeles and washington
288,southern and eastern europeans populate the shrinking industrial areas of the east and midwest
289,most americans of british descent have deserted the cities for the suburbs
290,most germans and scandinavians live in the midwest
291,french canadians have concentrated in northern new england irish in urban areas scotch irish in the south most asians in hawaii and california most indians on their reservations
292,all these bits and pieces of american demo­ graphy are available if not yet willing to be transformed with greater or lesser difficulty into separate ethnostates
293,no hard and fast limits should be set on the size of an ethnostates population and territory
294,there are too many im­ ponderables and exceptions
295,maximum area might be 36000 square miles roughly that of portugal maximum population 15 million the number of hollanders
296,but racial and cultural homogeneity must be the deciding factors not area and popu­ lation
297,identity
298,one of the great psychological props of the ethno­ state is that it will provide its citizens with a sense of identity which in these pluralistic times is often hard to come by
299,identity starts with self proceeds to the family and extends to the neighborhood town city county borough department france state us and germany and finally to the nation
300,remove any of these orbits surrounding the ethnic nucleus and a persons sense of identity is greatly weakened
301,throughout the west individual and group identity is at risk the ethnostate 19 because it is increasingly difficult for a citizen of a multiracial nation to feel he has much in common with a fellow citizen who it is increasingly likely may be of a different race and have emerged from an entirely different cultural background
302,the more people differ racially and culturally within a country the more difficult it becomes for members of these different races to believe they share a common peoplehood
303,as a result in a heterogeneous state the basic psychological need of every human being the firm sense of belonging is in short supply
304,the german word heimat has a stronger emotional tug than homeland but both words convey the same meaning
305,heimat stands for more than country or nation
306,it is a state of mind a form of allegiance an intensified feeling of belonging
307,it is the deep affection of the part for the whole
308,heimat fuses the identity of the individual with the identity of the group and the habitat of the group
309,it incites people to capitalize on their cultural and genetic endowment
310,people who live in a multi­ racial or multicultural state do not have a h eimat
311,individual and group identity can be viewed as the back­ bone of the human psyche an unbent vertebra of pride behav­ ior and character
312,much is made these days of individual rights
313,heimat is a group right
314,heimat is sichfinden not merely finding oneself but finding ones self
315,every state worthy of the name recognizes the need for every individual and every family to have a home
316,the ethnostate is designed to fulfill the equally important need of all men and women for a community for a collective home
317,can a persons nationality be identified by his appearance dress and behavior
318,in some areas of the world the answer is still an automatic yes
