,0
60,the main pillars of trump’s political and economic project are the deconstruction of the regulatory state a fullbore attack on the welfare state and social services rationalized in part through bellicose racial fearmongering and attacks on women for exercising their rights the unleashing of a domestic fossil fuel frenzy which requires the sweeping aside of climate science and the gagging of large parts of the government bureaucracy and a civilizational war against immigrants and “radical islamic terrorism” with everexpanding domestic and foreign theaters
61,in addition to the obvious threats this entire project poses to those who are already most vulnerable it’s also a vision that can be counted on to generate wave after wave of crises and shocks
62,economic shocks as market bubblesinflated thanks to deregulationburst security shocks as blowback from antiislamic policies and foreign aggression comes home weather shocks as our climate is further destabilized and industrial shocks as oil pipelines spill and rigs collapse which they tend to do when the safety and environmental regulations that prevent chaos are slashed
63,all this is dangerous
64,even more so is the way the trump administration can be relied upon to exploit these shocks to push through the more radical planks of its agenda
65,a largescale crisiswhether a terrorist attack or a financial crash would likely provide the pretext to declare some sort of state of exception or emergency where the usual rules no longer apply
66,this in turn would provide the cover to push through aspects of the trump agenda that require a further suspension of core democratic norms such as his pledge to deny entry to all muslims not only those from selected countries his twitter threat to bring in “the feds” to quell street violence in chicago or his obvious desire to place restrictions on the press
67,a largeenough economic crisis would offer an excuse to dismantle programs like social security which trump pledged to protect but which many around him have wanted gone for decades
68,trump may have other reasons for upping the crisis level too
69,as the argentine novelist césar aira wrote in 2001 “any change is a change in the topic” trump has already proven headspinningly adept at changing the subject using everything from mad tweets to tomahawk missiles
70,indeed his air assault on syria in response to a gruesome chemical weapons attack won him the most laudatory press coverage of his presidency in some quarters it sparked an ongoing shift to a more respectful tone
71,whether in response to further revelations about russian connections or scandals related to his labyrinthine international business dealings we can expect much more of this topic changingand nothing has the ability to change the topic quite like a largescale shock
72,we don’t go into a state of shock when something big and bad happens it has to be something big and bad that we do not yet understand 
73,a state of shock is what results when a gap opens up between events and our initial ability to explain them
74,when we find ourselves in that position without a story without our moorings a great many people become vulnerable to authority figures telling us to fear one another and relinquish our rights for the greater good
75,this is today a global phenomenon not one restricted to the united states
76,after the coordinated terrorist attacks in paris in november 2015 the french government declared a state of emergency that banned political gatherings of more than five peopleand then extended that status and the ability to restrict public demonstrations for months
77,in britain after the shock of the brexit vote many said they felt as though they’d woken up in a new unrecognizable country
78,it was in that context that the uk’s conservative government began floating a range of regressive reforms including the idea that the only way for britain to regain its competitiveness is by slashing regulations and taxes on the wealthy so much that it would effectively become a tax haven for all of europe
79,it was also in this context that prime minister theresa may called a snap election against her lowpolling rival clearly in the hope of securing another term in office before the public has a chance to rebel against new austerity measures that are the antithesis of how brexit was originally sold to voters
80, for each of my previous books i spent five or six years deeply researching the subject examining it from many angles and reporting from the regions most impacted
81,the results are hefty tomes with a whole lot of endnotes
82,in contrast i’ve written this book in just a few months
83,i’ve kept it brief and conversational knowing that few of us have time these days for tomes and that others are already writing about parts of this intricate story that they grasp far better than me
84,but i’ve come to realize that the research i’ve done over the years can help shed some light on crucial aspects of trumpism
85,tracing the roots of his business model and of his economic policies reflecting on similar destabilizing moments from history and learning from people who found effective ways to resist shock tactics can go some way toward explaining how we ended up on this dangerous road how we can best withstand the shocks to come and more importantly how we can quickly get to much safer ground
86,this then is the beginning of a road map for shock resistance
87,here’s one thing i’ve learned from reporting from dozens of locations in the midst of crisis whether it was athens rocked by greece’s debt debacle or new orleans after hurricane katrina or baghdad during the us occupation these tactics can be resisted
88,to do so two crucial things have to happen
89,first we need a firm grasp on how shock politics work and whose interests they serve
90,that understanding is how we get out of shock quickly and start fighting back
91,second and equally important we have to tell a different story from the one the shock doctors are peddling a vision of the world compelling enough to compete headtohead with theirs
92,this values based vision must offer a different path away from serial shocksone based on coming together across racial ethnic religious and gender divides rather than being wrenched further apart and one based on healing the planet rather than unleashing further destabilizing wars and pollution
93,most of all that vision needs to offer those who are hurtingfor lack of jobs lack of health care lack of peace lack of hope a tangibly better life
94,i don’t claim to know exactly what that vision looks like
95,i am figuring it out with everyone else and i am convinced it can only be birthed out of a genuinely collaborative process with leadership coming from those most brutalized by our current system
96,in the final chapters of this book i’ll explore some early and very hopeful grassroots collaborations between dozens of organizations and thinkers who have come together to begin to lay out that kind of agenda one capable of competing with rising militarism nationalism and corporatism
97,though still in its early stages it is becoming possible to see the outlines of a progressive majority one grounded in a bold plan for the safe and caring world we all want and need
98,all this work is born of the knowledge that saying no to bad ideas and bad actors is simply not enough
99,the firmest of no’s has to be accompanied by a bold and forwardlooking yesa plan for the future that is credible and captivating enough that a great many people will fight to see it realized no matter the shocks and scare tactics thrown their way
100,noto trump to france’s marine le pen to any number of xenophobic and hypernationalist parties on the rise the world over may be what initially brings millions into the streets
101,but it is yes that will keep us in the fight
102,yes is the beacon in the coming storms that will prevent us from losing our way
103, this book’s argument in a nutshell is that trump extreme as he is is less an aberration than a logical conclusiona pastiche of pretty much all the worst trends of the past half century
104,trump is the product of powerful systems of thought that rank human life based on race religion gender sexuality physical appearance and physical ability and that have systematically used race as a weapon to advance brutal economic policies since the earliest days of north american colonization and the transatlantic slave trade
105,he is also the personification of the merger of humans and corporationsa oneman megabrand whose wife and children are spinoff brands with all the pathologies and conflicts of interest inherent in that
106,he is the embodiment of the belief that money and power provide license to impose one’s will on others whether that entitlement is expressed by grabbing women or grabbing the finite resources from a planet on the cusp of catastrophic warming
107,he is the product of a business culture that fetishizes “disruptors” who make their fortunes by flagrantly ignoring both laws and regulatory standards
108,most of all he is the incarnation of a stillpowerful freemarket ideological projectone embraced by centrist parties as well as conservative onesthat wages war on everything public and commonly held and imagines corporate ceos as superheroes who will save humanity
109,in 2002 george w bush threw a ninetiethbirthday party at the white house for the man who was the intellectual architect of that war on the public sphere the radical freemarket economist milton friedman
110,at the celebration then us secretary of defense donald rumsfeld declared “milton is the embodiment of the truth that ideas have consequences” he was right and donald trump is a direct consequence of those ideas
111,in this sense there is an important way in which trump is not shocking
112,he is the entirely predictable indeed clichéd outcome of ubiquitous ideas and trends that should have been stopped long ago
113,which is why even if this nightmarish presidency were to end tomorrow the political conditions that produced it and which are producing replicas around the world will remain to be confronted
114,with us vice president mike pence or house speaker paul ryan waiting in the wings and a democratic party establishment also enmeshed with the billionaire class the world we need won’t be won just by replacing the current occupant of the oval office
115,about that word we  as you read you may notice that i sometimes say we about the united states and sometimes about canada
116,one reason for that is pretty simple
117,i am a citizen of both countries with deep ties and relationships on both sides of the border
118,my parents are american and my extended family all lives in the united states
119,but i was raised in canada and i choose to live here
120,on election night i got a text from my father “aren’t you glad we already moved to canada” most of my journalism however and much of my political work is in the states where i’ve participated in countless meetings and debates about how we can collectively rise to the responsibility of this moment
121,another reason i sometimes say we about the us has nothing to do with passports
122,the fact is the us presidency impacts everyone on earth
123,no one is fully protected from the actions of the world’s largest economy the planet’s secondlargest emitter of greenhouse gases and the nation with the world’s largest military arsenal
124,those on the receiving end of trump’s missiles and monstrous bombs bear the greatest burdens and risks by far
125,but with powers so vast and policies so reckless everyone on this planet is potentially in the blast zone the fallout zone and certainly in the warming zone
126,there’s no one story that can explain everything about how we arrived at this juncture no one blueprint for how to fix thingsour world is far too braided and complicated for that
127,this is but one attempt to look at how we got to this surreal political moment how in concrete ways it could get a lot worse and how if we keep our heads we might just be able to flip the script and arrive at a radically better future
128,to get started we first need to understand what we’re saying no to because that no on the cover is not just to an individual or even a group of individuals though it is that too
129,we’re also saying no to the system that has elevated them to such heights
130,and then let’s move to a yesa yes that will bring about change so fundamental that today’s corporate takeover will be relegated to a historical footnote a warning to our kids
131,and donald trump and his fellow travelers will be seen for what they are a symptom of a deep sickness one that we decided collectively to come together and heal
132,note a small portion of the writing here has appeared in previous essays books and speeches the vast majority however is appearing for the first time
133,please visit noisnotenoughorg for a list of ways to plug into the movements described in these pages and to connect with many more organizations and theorists 
134,part i how we got here rise of the superbrands we must rapidly begin the shift from a thingoriented society to a personoriented society
135,when machines and computers profit motives and property rights are considered more important than people the giant triplets of racism materialism and militarism are incapable of being conquered 
136,martin luther king jr 
137,“beyond vietnam” 1967 chapter one how trump won by becoming the ultimate brand the night donald trump was declared the winner of the 2016 election and fortyfifth president of the united states was particularly disorienting for me because it wasn’t a night at all
138,i was in sydney australia on a lecture tour and because of the time difference it was late morning on wednesday november 9 where i was
139,for almost everyone in my life it was tuesday night and friends were sending texts from drunken electionnight viewing parties
140,but for australians it was the start of a normal workday which for me just contributed to the overall feeling of vertigo when the results started coming in
141,at the time i was in a meeting with around fifteen heads of various australian environmental labor and social justice organizations
142,we were having a discussion that circled around a key insight
143,up to now the fights against global warming racism inequality violations of indigenous migrant and women’s rights as well as many other progressive battles have often been broken up into their own boxes or silos
144,but we had been asking as so many movements are today how do they intersect
145,what root causes connect them
146,how can these issues be tackled in tandem at the same time
147,what values would govern such a movement
148,and how could it translate into political power
149,with a group of colleagues i had been working on how to build that kind of crossmovement “people’s platform” in north america through a project called the leap manifestowhich i’ll come back to in the final chapterand there were many australian groups who were interested in exploring a similar approach
150,for the first hour or so it was a pretty upbeat meeting with lots of excitement about what was possible
151,people were feeling totally relaxed about the us elections
152,like many progressives and liberals and even many traditional conservatives we were sure trump would lose
153,then everyone’s phones started to buzz
154,and the room grew quieter and quieter and everyone around the lightfilled boardroom began to look increasingly panicked
155,all of a sudden the reason for gathering the idea that we could help spark an integrated leap forward on climate action racial justice decent jobs and morefelt utterly absurd
156,it was as if everyone instantly understood without even having to speak that we were about to be blasted backward by a gale force wind and all we could do now was try to hold our ground
157,the idea of forward momentum on any one of the pressing crises on the table seemed to evaporate before our eyes
158,then without anyone calling it to a close the meeting dispersed with colleagues barely saying goodbye to one another
159,cnn was calling out like some sort of irresistible homing device and we all silently went in search of bigger screens
160,most us voters did not cast a ballot for donald trump hillary clinton received nearly 29 million more votes a fact that continues to torment the sitting president
161,that he won at all is the result of an electoral college system originally designed to protect the power of slave owners
162,and on the rest of the planet overwhelming majorities of people told pollsters that if they had been magically able to vote in this pivotal election they would have cast a ballot for clinton
163,a notable exception to this global trend was russia where trump enjoyed strong support
164,within this very large antitrump camp we all have different stories about how we felt on that nightday
165,for many the defining emotion was shock that this could happen in the united states
166,for a great many others it was grief at seeing longheld knowledge about the depth of us racism and misogyny so vividly confirmed
167,for others the feeling was one of loss at watching the first female candidate for united states president lose her chance to become a role model for their children
168,still others were flooded with feelings of rage that such a compromised candidate was ever put forward against trump in the first place
169,and for millions inside the us and out the primary emotion was feara raw bodily knowledge that trump’s presidency would act as a catalyst to unleash extreme acts of racism violence and oppression
170,many people experienced a mixture of these emotions and more
171,and many also understood that this election result was not only about one man in one country
172,trump is but one strand of a seemingly global contagion
173,we are seeing a surge of authoritarian xenophobic farright politicsfrom marine le pen in france to narendra modi in india to rodrigo duterte in the philippines to the uk independence party to recep tayyip erdoğan in turkey and all of their counterparts some explicitly neofascist threatening to take power around the world
174,the reason i am sharing my own experience of election daynight in sydney is that i can’t shake the feeling that there is something important to learn from the way trump’s win was able to cut short our conversation how it severed plans for a forwardlooking agenda without so much as a debate
175,it was perfectly understandable that we all felt that way on election day
176,but if we accept the premise that from here on in the battles are all defense all about holding our ground against trumpstyle regressive attacks then we will end up in a very dangerous place indeed
177,because the ground we were on before trump was elected is the ground that produced trump
178,ground many of us understood to constitute a social and ecological emergency even without this latest round of setbacks
179,of course the attacks coming from trump and his kindred demagogues around the world need resisting fiercely
180,but we cannot spend the next four years only playing defense
181,the crises are all so urgent they won’t allow us that lost time
182,on one issue i know a fair amount about climate change humanity has a finite window in which to act after which protecting anything like a stable climate becomes impossible
183,and as we’ll see in chapter 4  that window is closing fast
184,so we need somehow to fight defense and offense simultaneously to resist the attacks of the present day and to find space to build the future we need
185,to say no and yes at the same time
186,but before we can get to what we want instead of trump and all that he and his administration represent we need to take an unflinching look at where we are and how we got here as well as how things will likely get a lot worse in the short term
187,and with respect to the latter be advised the doom is pretty persuasive
188,but we can’t let it be debilitating
189,mapping this territory is tough but it’s the only way to avoid repeating past mistakes and arrive at lasting solutions
190,not a transition but a corporate coup what donald trump’s cabinet of billionaires and multimillionaires represents is a simple fact the people who already possess an absolutely obscene share of the planet’s wealth and whose share grows greater year after yearthe latest figure from oxfam shows eight men are worth as much as half the worldare determined to grab still more
191,according to nbc news in december 2016 trump’s picks for cabinet appointments had a staggering combined net worth of 145 billion not including “special adviser” carl icahn who’s worth more than 15 billion on his own
192,moreover the key figures who populate trump’s cabinet are more than just a representative sample of the ultrarich
193,to an alarming extent he has collected a team of individuals who made their personal fortunes by knowingly causing harm to some of the most vulnerable people on the planet and to the planet itself often in the midst of crisis
194,it almost appears to be some sort of job requirement
195,there’s junk banker steve mnuchin trump’s treasury secretary once chairman and lead investor in “foreclosure machine” onewest which kicked tens of thousands of people out of their homes after the 2008 financial collapse
196,there’s trump’s secretary of state rex tillerson former ceo of exxonmobil the largest private oil company in the world
197,the company he headed bankrolled and amplified junk climate science for decades and lobbied fiercely behind the scenes against meaningful international climate action all while figuring out how exxon could profit from a warming world
198,and there are also military and surveillance contractors and paid lobbyists who make up a staggering number of trump’s defense and homeland security appointments
199,we were on a roll it can be easy to forget but before trump’s election upset regular people were standing up to battle injustices represented by many of these very industries and political forces and they were starting to win
200,bernie sanders’s surprisingly powerful presidential campaign though ultimately unsuccessful had wall street fearing for its bonuses and had won significant changes to the official platform of the democratic party
201,black lives matter and say her name were forcing a national debate about systemic antiblack racism and militarized policing and had helped win a phaseout of private prisons and reductions in the number of incarcerated americans
202,by 2016 no major sporting or cultural eventfrom the oscars to the super bowl could take place without some recognition of how the conversation about race and state violence had changed
203,women’s movements were turning sexual violence into a frontpage issue shining a spotlight on “rape culture” changing the conversation about highprofile men accused of sexual crimes like bill cosby and helping force the ouster of roger ailes from the top job at fox news where he was accused of sexually harassing more than two dozen women allegations he denies
204,the climate movement was also on a roll winning victory after victory against oil pipelines natural gas fracking and arctic drilling very often with resurgent indigenous communities in the lead
205,and more victories were on the way the climate accord negotiated in paris in 2015 contained commitments to keep temperatures at a level that would require trillions of dollars’ worth of extremely profitable fossil fuel assets to stay in the ground
206,for a company like exxonmobil a realization of those goals was an existential threat
207,and as the meeting i attended in sydney suggested there was a growing understanding in the united states and beyond that the pressing task ahead was to connect the dots among these movements in order to build a common agenda and with it a winning progressive coalitionone grounded in an ethic of deep social inclusion and planetary care
208,the trump administration far from being the story of one dangerous and outrageous figure should be understood partly in this contextas a ferocious backlash against the rising power of overlapping social and political movements demanding a more just and safer world
209,rather than risk the possibility of further progress and further lost profits this gang of predatory lenders planet destabilizing polluters war and “security” profiteers joined forces to take over the government and protect their illgotten wealth
210,after decades of seeing the public sphere privatized in bits and pieces trump and his appointees have now seized control of the government itself
211,the takeover is complete
212,granting the corporate wish list in the face of his total lack of government experience trump sold himself to voters with a somewhat novel twopronged pitch
213,first i’m so rich that i don’t need to be bought off
214,and second you can trust me to fix this corrupt system because i know it from the insidei gamed it as a businessman i bought politicians i dodged taxes i outsourced production
215,so who better than me and my equally rich friends to drain the swamp
216,not surprisingly something else has occurred
217,trump and his cabinet of former executives are remaking government at a startling pace to serve the interests of their own businesses their former businesses and their tax bracket as a whole
218,within hours of taking office trump called for a massive tax cut which would see corporations pay just 15 percent down from 35 percent and pledged to slash regulations by 75 percent
219,his tax plan includes a range of other breaks and loopholes for very wealthy people like the ones inhabiting his cabinet not to mention himself
220,he appointed his son inlaw jared kushner to head up a “swat team” stacked with corporate executives who have been tasked with finding new regulations to eliminate new programs to privatize and new ways to make the us government “run like a great american company” according to an analysis by public citizen trump met with at least 190 corporate executives in less than three months in officebefore announcing that visitor logs would no longer be made public
221,pushed on what the administration had accomplished of substance in its first months budget director mick mulvaney cited trump’s hail of executive orders and stressed this “most of these are laws and regulations getting rid of other laws
222,regulations getting rid of other regulations” that they are
223,trump and his team are set to detonate programs that protect children from environmental toxins have told gas companies they no longer need to report all of the powerful greenhouse gases they are spewing and are pushing dozens and dozens of measures along the same lines
224,this is in short a great unmaking
225,which is why trump and his appointees are laughing at the feeble objections over conflicts of interestthe whole thing is a conflict of interest
226,that’s the point
227,and for no one more than donald trump a man who has merged so completely with his corporate brand that he is clearly unable to tell where one stops and the other begins
228,one of the most remarkable aspects of the trump presidency so far is the emergence of mara lago trump’s personal resort in palm beach as a carnivalesque membersonly allforprofit “winter white house” it was even briefly advertised as such on state department websites
229,one club member told the new york times that going to maralago was like “going to disneyland and knowing mickey mouse will be there all day long”only in this exercise in fullcontact branding it’s not disneyland but americaland and the president of the united states is mickey mouse
230,the ultimate brand bully when i read that quote i realized that if i was going to try to understand this presidency i’d have to do something i’d resisted for a long time delve back into the world of corporate marketing and branding that was the subject of my first book no logo 
231,the book focused on a key moment in corporate historywhen behemoths such as nike and apple stopped thinking of themselves primarily as companies that make physical products and started thinking of themselves first and foremost as manufacturers of brands
232,it was in the brandingwhich manufactured a sense of tribal identity that they believed their fortunes lay
233,forget factories
234,forget needing to maintain a huge workforce
235,once they realized that their biggest profits flowed from manufacturing an image these “hollow brands” came to the conclusion that it didn’t really matter who made their products or how little they were paid
236,they left that to the contractors a development with devastating repercussions for workers at home and abroad and one that was also fueling a new wave of anticorporate resistance
237,researching no logo had required four years of total immersion in branded culturefour years of watching and rewatching super bowl ads scouring advertising age for the latest innovations in corporate synergy reading souldestroying business books on how to get in touch with your personal brand values making excursions to niketowns visiting asian sweatshops going to monster malls to branded towns heading out on nighttime billboard raids with ad busters and culture jammers
238,some of it was funi’m far from immune to the allure of good marketing
239,but by the end it was as if i had passed some kind of tolerance threshold and developed a condition close to a brand allergy
240,if starbucks had come up with a new way to “unbrand” their stores or victoria’s secret had appropriated indigenous headdresses on the runway i didn’t want to write about iti had moved on and left that rapacious world behind
241,the trouble is to understand trump you really have to understand the world that made him what he is and that to a very large extent is the world of branding
242,he reflects all the worst trends i wrote about in no logo  from shrugging off responsibility for the workers who make your products via a web of often abusive contractors to the insatiable colonial need to mark every available space with your name
243,which is why i decided to delve back into that glossy world to see what it could tell us about how donald trump rose to the world’s most powerful job and maybe even what it was saying about the state of politics more broadly
244,transcending the world of things the rise of the superbrands like the one trump built around his brash persona has its roots in a single seemingly innocuous idea developed by management theorists in the mid1980s that to be successful corporations must primarily produce brands as opposed to products
245,until that time although it was understood in the corporate world that bolstering one’s brand name through advertising was important the primary concern of every solid manufacturer was the production of goods
246,as a 1938 editorial in fortune magazine put it “the basic and irreversible function of an industrial economy is the making of thingsit is in the factory and on the land and under the land that purchasing power originates” but by the 1980s sales of classic brandname goods like tide levi’s and marlboro had begun to falter
247,the problem seemed to be that the market was flooded with nearly identical products and with the economy in recession many were making decisions based on price not brand name
248,the old tricksbillboards tv adsdidn’t seem to be working anymore it was as if consumers had built up some sort of resistance
249,or as ad executive david lubars memorably put it consumers “are like roachesyou spray them and spray them and they get immune after a while” at around this same time a new kind of corporation began to rival the traditional allamerican manufacturers for market share
250,these were the nikes and apples and later the tommy hilfigers and starbucks and so on
251,these pioneers had a different model create a transcendent idea or brand surrounding your company
252,use it to connect with consumers who share its values
253,then charge a steep premium for products that are less about the objects themselves than about the profound human desire to be part of a tribe a circle of belonging
254,so when kids lined up all night to buy 250 nike sneakers they weren’t exactly buying the sneakers they were buying the idea of “just do it” and the dream of michael jordan who had become a oneman superbrand a term first used to describe the athlete’s growing empire
255,when their parents bought apple computers they were bringing home a piece of a deeply optimistic vision of the future captured in the slogan “think different” the aura of authenticity increased with each revolutionary and artistic icon living or dead whose face graced the campaign gandhi martin luther king picasso mandela the dalai lama
256,and when commuters were suddenly paying four times what they used to for a cup of coffee it was because starbucks wasn’t really selling coffee it was selling according to its ceo the idea of the “third place” not home not work
257,the third place used to be actual community spaces where people would gather without the help of corporations but those spaces were fast disappearing
258,another key development in this period was the notion that since the true product was the brand it could be projected onto any number of seemingly unconnected physical commodities
259,ralph lauren launched a line of paints virgin went into wedding dresses and colas starbucks had a line of jazz cds
260,the possibilities seemed endless
261,many of these highly branded companies made the then bold claim that producing goods was only an incidental part of their operations and that thanks to recent victories in trade liberalization and labor law reform they could have their products produced for them at bargainbasement prices by contractors and subcontractors many of them overseas
