,0
31,this is not the corporate feminism that has proved so disastrous for working women and is now hemorrhaging credibility nor is it the “microcredit feminism” that claims to “empower” women of the global south by lending them tiny sums of money
32,rather what give us hope are the international feminist and women’s strikes of 2017 and 2018 it is these strikes and the increasingly coordinated movements that are developing around them that first inspiredand now embodya feminism for the 99 percent
33,the recent feminist strike movement began in poland in october of 2016 when more than 100000 women staged walkouts and marches to oppose the country’s ban on abortion
34,by the end of the month an upwelling of radical refusal had already crossed the ocean to argentina where striking women met the heinous murder of lucía pérez with the militant cry “ni una menos” soon it spread to italy spain brazil turkey peru the united states mexico chile and dozens of other countries
35,from its origins in the streets the movement then surged through workplaces and schools eventually engulfing the highflying worlds of show business media and politics
36,for the last two years its slogans have resonated powerfully across the globe nosotrasparamos westrike vivasnosqueremos niunamenos timesup feminism4the99
37,at first a ripple then a wave it has become a massive tide a new global feminist movement that may gain sufficient force to disrupt existing alliances and redraw the political map
38,what had been a series of nationally based actions became a transnational movement on march 8 2017 when organizers around the globe decided to strike together
39,with this bold stroke they repoliticized international women’s day
40,brushing aside the tacky baubles of depoliticizationbrunches mimosas and hallmark cardsthe strikers have revived the day’s allbutforgotten historical roots in workingclass and socialist feminism
41,their actions evoke the spirit of early twentieth century working class women’s mobilizationparadigmatically the strikes and mass demonstrations led mostly by immigrant and jewish women in the united states which inspired us socialists to organize the first national women’s day and german socialists luise zietz and clara zetkin to call for an international working women’s day
42,reanimating that militant spirit the feminist strikes of today are reclaiming our roots in historic struggles for workers’ rights and social justice
43,uniting women separated by oceans mountains and continents as well as by borders barbed wire fences and walls they give new meaning to the slogan “solidarity is our weapon” breaking through the isolation of domestic and symbolic walls the strikes demonstrate the enormous political potential of women’s power the power of those whose paid and unpaid work sustains the world
44,but that is not all this burgeoning movement has invented new ways to strike and infused the strike form itself with a new kind of politics
45,by coupling the withdrawal of labor with marches demonstrations small business closures blockades and boycotts the movement is replenishing the repertoire of strike actions once large but dramatically shrunk by a decadeslong neoliberal offensive
46,at the same time this new wave is democratizing strikes and expanding their scopeabove all by broadening the very idea of what counts as “labor” refusing to limit that category to waged work women’s strike activism is also withdrawing housework sex and smiles
47,by making visible the indispensable role played by gendered unpaid work in capitalist society it draws attention to activities from which capital benefits but for which it does not pay
48,and with respect to paid work too the strikers take an expansive view of what counts as a labor issue
49,far from focusing only on wages and hours they are also targeting sexual harassment and assault barriers to reproductive justice and curbs on the right to strike
50,as a result the new feminist wave has the potential to overcome the stubborn and divisive opposition between “identity politics” and “class politics” disclosing the unity of “workplace” and “private life” it refuses to limit its struggles to those spaces
51,and by redefining what counts as “work” and who counts as a “worker” it rejects capitalism’s structural undervaluation of women’s laborboth paid and unpaid
52,all told women’s strike feminism anticipates the possibility of a new unprecedented phase of class struggle feminist internationalist environmentalist and antiracist
53,this intervention is perfectly timed
54,women’s strike militancy has erupted at a moment when oncepowerful trade unions centered in manufacturing have been severely weakened
55,to reinvigorate class struggle activists have turned to another arena the neoliberal assault on health care education pensions and housing
56,in targeting this other prong of capital’s fourdecade attack on workingand middleclass living conditions they have trained their sights on the labor and services that are needed to sustain human beings and social communities
57,it is here in the sphere of “social reproduction” that we now find many of the most militant strikes and fightbacks
58,from the strike wave of teachers in the united states to the struggle against water privatization in ireland to the strikes of dalit sanitation workers in indiaall led and powered by womenworkers are revolting against capital’s assault on social reproduction
59,although not formally affiliated with the international women’s strike movement these strikes have much in common with it
60,they too valorize the work that is necessary to reproduce our lives while opposing its exploitation and they too combine wage and workplace demands with demands for increased public spending on social services
61,in countries such as argentina spain and italy moreover women’s strike feminism has attracted broad support from forces opposing austerity
62,not only women and gendernonconforming people but also men have joined the movement’s massive demonstrations against the defunding of schools health care housing transport and environmental protections
63,through their opposition to finance capital’s assault on these “public goods” feminist strikes are thus becoming the catalyst and model for broadbased efforts to defend our communities
64,all told the new wave of militant feminist activism is rediscovering the idea of the impossible demanding both bread and roses the bread that decades of neoliberalism have taken from our tables but also the beauty that nourishes our spirit through the exhilaration of rebellion
65,the mainstream media continues to equate feminism as such with liberal feminism
66,but far from providing the solution liberal feminism is part of the problem
67,centered in the global north among the professionalmanagerial stratum it is focused on “leaningin” and “cracking the glass ceiling” dedicated to enabling a smattering of privileged women to climb the corporate ladder and the ranks of the military it propounds a marketcentered view of equality that dovetails perfectly with the prevailing corporate enthusiasm for “diversity” although it condemns “discrimination” and advocates “freedom of choice” liberal feminism steadfastly refuses to address the socioeconomic constraints that make freedom and empowerment impossible for the large majority of women
68,its real aim is not equality but meritocracy
69,rather than seeking to abolish social hierarchy it aims to “diversify” it “empowering” “talented” women to rise to the top
70,in treating women simply as an “underrepresented group” its proponents seek to ensure that a few privileged souls can attain positions and pay on a par with the men of their own class
71,by definition the principal beneficiaries are those who already possess considerable social cultural and economic advantages
72,everyone else remains stuck in the basement
73,fully compatible with ballooning inequality liberal feminism outsources oppression
74,it permits professionalmanagerial women to lean in precisely by enabling them to lean on the poorly paid migrant women to whom they subcontract their caregiving and housework
75,insensitive to class and race it links our cause with elitism and individualism
76,projecting feminism as a “standalone” movement it associates us with policies that harm the majority and cuts us off from struggles that oppose those policies
77,in short liberal feminism gives feminism a bad name
78,liberal feminism’s ethos converges not only with corporate mores but also with supposedly “transgressive” currents of neoliberal culture
79,its love affair with individual advancement equally permeates the world of socialmedia celebrity which also confuses feminism with the ascent of individual women
80,in that world “feminism” risks becoming a trending hashtag and a vehicle of selfpromotion deployed less to liberate the many than to elevate the few
81,in general then liberal feminism supplies the perfect alibi for neoliberalism
82,cloaking regressive policies in an aura of emancipation it enables the forces supporting global capital to portray themselves as “progressive” allied with global finance in the united states while providing cover for islamophobia in europe this is the feminism of the female powerholders the corporate gurus who preach “lean in” the femocrats who push structural adjustment and microcredit on the global south and the professional politicians in pant suits who collect sixfigure fees for speeches to wall street
83,our answer to leanin feminism is kickback feminism
84,we have no interest in breaking the glass ceiling while leaving the vast majority to clean up the shards
85,far from celebrating women ceos who occupy corner offices we want to get rid of ceos and corner offices
86,the feminism we have in mind recognizes that it must respond to a crisis of epochal proportions plummeting living standards and looming ecological disaster rampaging wars and intensified dispossession mass migrations met with barbed wire emboldened racism and xenophobia and the reversal of hardwon rightsboth social and political
87,we aspire to meet these challenges
88,eschewing halfmeasures the feminism we envision aims to tackle the capitalist roots of metastasizing barbarism
89,refusing to sacrifice the wellbeing of the many in order to protect the freedom of the few it champions the needs and rights of the manyof poor and workingclass women of racialized and migrant women of queer trans and disabled women of women encouraged to see themselves as “middle class” even as capital exploits them
90,but that is not all
91,this feminism does not limit itself to “women’s issues” as they are traditionally defined
92,standing for all who are exploited dominated and oppressed it aims to become a source of hope for the whole of humanity
93,that is why we call it a feminism for the 99 percent
94,inspired by the new wave of women’s strikes feminism for the 99 percent is emerging from the crucible of practical experience as informed by theoretical reflection
95,as neoliberalism reshapes gender oppression before our eyes we see that the only way that women and gender nonconforming people can actualize the rights they have on paper or might still win is by transforming the underlying social system that hollows out rights
96,by itself legal abortion does little for poor and workingclass women who have neither the means to pay for it nor access to clinics that provide it
97,rather reproductive justice requires free universal notforprofit health care as well as the end of racist eugenicist practices in the medical profession
98,likewise for poor and workingclass women wage equality can mean only equality in misery unless it comes with jobs that pay a generous living wage with substantive actionable labor rights and with a new organization of house and carework
99,then too laws criminalizing gender violence are a cruel hoax if they turn a blind eye to the structural sexism and racism of criminal justice systems leaving intact police brutality mass incarceration deportation threats military interventions and harassment and abuse in the workplace
100,finally legal emancipation remains an empty shell if it does not include public services social housing and funding to ensure that women can leave domestic and workplace violence
101,in these ways and more feminism for the 99 percent seeks profound farreaching social transformation
102,that in a nutshell is why it cannot be a separatist movement
103,we propose rather to join with every movement that fights for the 99 percent whether by struggling for environmental justice free highquality education generous public services lowcost housing labor rights free universal health care or a world without racism or war
104,it is only by allying with such movements that we gain the power and vision to dismantle the social relations and the institutions that oppress us
105,feminism for the 99 percent embraces class struggle and the fight against institutional racism
106,it centers the concerns of workingclass women of all stripes whether racialized migrant or white cis trans or gender nonconforming housewives or sex workers paid by the hour the week the month or not at all unemployed or precarious young or old
107,staunchly internationalist it is firmly opposed to imperialism and war
108,feminism for the 99 percent is not only antineoliberal but also anticapitalist
109,for mainstream observers 2007–2008 marked the beginning of the worst financial crisis since the 1930s
110,although correct as far as it goes that understanding of the present crisis is still too narrow
111,what we are living through is a crisis of society as a whole
112,by no means restricted to the precincts of finance it is simultaneously a crisis of economy ecology politics and “care” a general crisis of an entire form of social organization it is at bottom a crisis of capitalismand in particular of the viciously predatory form of capitalism we inhabit today globalizing financialized neoliberal
113,capitalism generates such crises periodicallyand for reasons that are not accidental
114,not only does this system live by exploiting wage labor it also freerides on nature public goods and the unwaged work that reproduces human beings and communities
115,driven by relentless pursuit of unlimited profit capital expands by helping itself to all of those things without paying for their replacement except where it is forced to do so
116,primed by its very logic to degrade nature instrumentalize public powers and commandeer unwaged carework capital periodically destabilizes the very conditions that itand the rest of usrely upon to survive
117,crisis is hardwired into its dna
118,today’s crisis of capitalism is especially severe
119,four decades of neoliberalism have driven down wages weakened labor rights ravaged the environment and usurped the energies available to sustain families and communitiesall while spreading the tentacles of finance across the social fabric
120,no wonder then that masses of people throughout the world are now saying “basta” open to thinking outside the box they are rejecting established political parties and neoliberal commonsense about “free market competition” “trickledown economics” “labor market flexibility” and “unsustainable debt” the result is a gaping vacuum of leadership and organizationand a growing sense that something must give
121,feminism for the 99 percent is among the social forces that have leapt into this breach
122,we do not however command the terrain
123,rather we share the stage with many bad actors
124,upstart rightwing movements everywhere promise to improve the lot of families of “the right” ethnicity nationality and religion by ending “free trade” curtailing immigration and restricting the rights of women people of color and lgbtq people
125,meanwhile on the other side dominant currents of “the progressive resistance” advance an equally unsavory agenda
126,in their efforts to restore the status quo ante partisans of global finance hope to convince feminists antiracists and environmentalists to close ranks with their liberal “protectors” and to forego more ambitious egalitarian projects of social transformation
127,feminists for the 99 percent decline that proposal
128,rejecting not only reactionary populism but also its progressive neoliberal opponents we intend to identify and confront head on the real source of crisis and misery which is capitalism
129,for us in other words a crisis is not simply a time of sufferingstill less a mere impasse in profitmaking
130,crucially it is also a moment of political awakening and an opportunity for social transformation
131,in times of crisis critical masses of people withdraw their support from the powers that be
132,rejecting politics as usual they begin to search for new ideas organizations and alliances
133,in such situations the burning questions are who will guide the process of societal transformation in whose interest and to what end
134,this type of process whereby general crisis leads to societal reorganization has played out several times in modern historylargely to capital’s benefit
135,seeking to restore profitability its champions have reinvented capitalism time and againreconfiguring not only the official economy but also politics social reproduction and our relation to nonhuman nature
136,in so doing they have reorganized not only class exploitation but also gender and racial oppression often appropriating rebellious energies including feminist energies for projects that overwhelmingly benefit the 1 percent
137,will this process be repeated today
138,historically the 1 percent have always been indifferent to the interests of society or the majority
139,but today they are especially dangerous
140,in their singleminded pursuit of shortterm profits they fail to gauge not only the depth of the crisis but also the threat it poses to the longterm health of the capitalist system itself they would rather drill for oil now than ensure the ecological preconditions for their own future profits
141,as a result the crisis we confront threatens life as we know it
142,the struggle to resolve it poses the most fundamental questions of social organization where will we draw the line delimiting economy from society society from nature production from reproduction and work from family
143,how will we use the social surplus we collectively produce
144,and who exactly will decide these matters
145,will profitmakers manage to turn capitalism’s social contradictions into new opportunities for accumulating private wealth
146,will they coopt important strands of feminist rebellion even as they reorganize gender hierarchy
147,or will a mass uprising against capital finally be “the act by which the human race travelling in the runaway train applies the emergency brake”
148,and if so will feminists be at the forefront of that uprising
149,if we have any say in this matter the answer to the last question will be yes
150,many people know that capitalist societies are by definition class societies which license a small minority to accumulate private profits by exploiting the much larger group who must work for wages
151,what is less widely understood is that capitalist societies are also by definition wellsprings of gender oppression
152,far from being accidental sexism is hardwired into their very structure
153,certainly capitalism did not invent the subordination of women
154,the latter existed in various forms in all previous class societies
155,but capitalism established new distinctively “modern” forms of sexism underpinned by new institutional structures
156,its key move was to separate the making of people from the making of profit to assign the first job to women and to subordinate it to the second
157,with this stroke capitalism simultaneously reinvented women’s oppression and turned the whole world upside down
158,the perversity becomes clear when we recall how vital and complex the work of peoplemaking actually is
159,not only does this activity create and sustain life in the biological sense it also creates and sustains our capacity to workor what marx called our “labor power” and that means fashioning people with the “right” attitudes dispositions and valuesabilities competences and skills
160,all told peoplemaking work supplies some fundamental preconditionsmaterial social culturalfor human society in general and for capitalist production in particular
161,without it neither life nor labor power could be embodied in human beings
162,we call this vast body of vital activity social reproduction
163,in capitalist societies the pivotally important role of social reproduction is disguised and disavowed
164,far from being valued in its own right the making of people is treated as a mere means to the making of profit
165,because capital avoids paying for this work to the extent that it can while treating money as the beall and endall it relegates those who perform socialreproductive labor to a position of subordinationnot only to the owners of capital but also to those more advantaged waged workers who can offload the responsibility for it onto others
166,those “others” are largely female
167,for in capitalist society the organization of social reproduction rests on gender it relies on gender roles and entrenches gender oppression
168,social reproduction is therefore a feminist issue
169,but it is shot through at every point by the fault lines of class race sexuality and nation
170,a feminism aimed at resolving the current crisis must understand social reproduction through a lens that also comprehends and connects all those axes of domination
171,capitalist societies have always instituted a racial division of reproductive labor
172,whether via slavery or colonialism apartheid or neoimperialism this system has coerced racialized women to provide such labor gratisor at a very low costfor their majorityethnicity or white “sisters” forced to lavish care on the children and homes of their mistresses or employers they have had to struggle all the harder to care for their own
173,historically moreover capitalist societies have sought to enlist women’s social reproductive work in the service of gender binarism and heteronormativity
174,they have encouraged mothers teachers and doctors among others to ensure that children are strictly fashioned as cisgirls or cisboys and as heterosexuals
175,then too modern states have often tried to instrumentalize the work of peoplemaking for national and imperial projects
176,incentivizing births of the “right” kind while discouraging those of the “wrong” kind they have designed education and family policies to produce not just “people” but for example “germans” “italians” or “americans” who can be called on to sacrifice for the nation when needed
177,finally the class character of social reproduction is fundamental
178,workingclass mothers and schools have been expected to prepare their kids for lives as proper “workers” obedient deferential to bosses and primed to accept “their station” and tolerate exploitation
179,these pressures have never worked perfectly and even misfired spectacularly on occasion
180,and some of them are lessening today
181,but social reproduction is deeply entangled with dominationand with the struggle against it
182,once we understand the centrality of social reproduction in capitalist society we can no longer view class in the usual way
183,contra oldschool understandings what makes class in capitalist society are not just relations that directly exploit “labor” but also relations that produce and replenish it
184,nor is the global working class comprised exclusively of those who work for wages in factories or mines
185,equally central are those who work in the fields and in private homes in offices hotels and restaurants in hospitals nurseries and schools in the public sector and in civil societythe precariat the unemployed and those who receive no pay in return for their work
186,far from being restricted to straight white men in whose image it is still too often imagined the bulk of the global working class is made up of migrants racialized people womenboth cis and transand people with different abilities all of whose needs and desires are negated or twisted by capitalism
187,this lens also expands our view of class struggle
188,not focused exclusively on economic gains in the workplace like fair contracts or the minimum wage it occurs at multiple sites in society and not only through unions and official workers’ organizations
189,the critical point for us and the key to understanding the present is that class struggle includes struggles over social reproduction for universal health care and free education for environmental justice and access to clean energy and for housing and public transportation
190,equally central to it are political struggles for women’s liberation against racism and xenophobia war and colonialism
191,such conflicts have always been central to capitalist society which relies on reproductive labor while disavowing its value
192,but social reproduction struggles are especially explosive today
193,as neoliberalism demands more hours of waged work per household and less state support for social welfare it squeezes families communities and above all women to the breaking point
194,under these conditions of universal expropriation struggles over social reproduction have taken center stage
195,they now form the leading edge of projects with the potential to alter society root and branch
196,researchers estimate that globally more than one in three women have experienced some form of gender violence in the course of their lifetimes
197,many of the perpetrators are intimate partners responsible for a whopping 38 percent of the murders of women
198,liable to be physical emotional sexual or all of the above intimate partner violence is found throughout capitalist societyin every nation class and racialethnic group
199,far from being accidental it is grounded in the basic institutional structure of capitalist society
200,the gender violence we experience today reflects the contradictory dynamics of family and personal life in capitalist society
201,and these in turn are based in the system’s signature division between peoplemaking and profitmaking family and “work” a key development was the shift from the extended kinbased households of an earlier timein which male elders held the power of life and death over their dependentsto the restricted heterosexual nuclear family of capitalist modernity which vested an attenuated right of rule in the “smaller” men who headed smaller households
202,with this shift the character of kinbased gender violence was transfigured
203,what was once overtly political now became “private” more informal and “psychological” less “rational” and controlled
204,often fueled by alcohol shame and anxiety about maintaining dominance this sort of gender violence is found in every period of capitalist development
205,nevertheless it becomes especially virulent and pervasive in times of crisis
206,in such times when status anxiety economic precarity and political uncertainty loom large the gender order too appears to tremble
207,some men experience women as “out of control” and modern society with its new sexual freedoms and gender fluidity as “out of joint” their wives or girlfriends are “uppity” their homes “disordered” and their children “wild” their bosses are unrelenting their coworkers unjustly favored and their jobs at risk
208,their sexual prowess and powers of seduction are in doubt
209,perceiving their masculinity to be threatened they explode
210,but not all gender violence in capitalist society takes this apparently “private” “irrational” form
211,other types are all too “rational” witness the instrumentalization of gendered assault as a technique of control
212,examples include the widespread weaponization of the rape of enslaved and colonized women to terrorize communities of color and enforce their subjugation the repeated rape of women by pimps and traffickers to “break them in” and the coordinated mass rape of “enemy” women as a weapon of war
213,often instrumental too are sexual assault and harassment in workplaces schools or clinics
214,in these cases the perpetrators are bosses and supervisors teachers and coaches policemen and prison guards doctors and shrinks landlords and army officersall with public institutional power over those on whom they prey
215,they can command sexual services and so some of them do
216,here the root is women’s economic professional political and racial vulnerability our dependence on the paycheck the reference the willingness of the employer or foreman not to ask about immigration status
217,what enables this violence is a system of hierarchical power that fuses gender race and class
218,what results from it is that system’s reinforcement and normalization
219,in fact these two forms of gender violenceone private the other publicare not so separate after all
220,there exist hybrid cases such as teenage fraternity and athletic subcultures in which young men channeling institutionalized misogyny vie with each other for status and bragging rights by abusing women
221,moreover some forms of public and private gender violence form a mutually reinforcing vicious cycle
222,because capitalism assigns reproductive work overwhelmingly to women it restricts our ability to participate fully as peers in the world of “productive work” with the result that most of us land in deadend jobs that don’t pay enough to support a family
223,that rebounds on “private” life to our disadvantage as our lesser ability to exit relationships disempowers us within them
224,the primary beneficiary of the overall arrangement is capital to be sure
225,but its effect is to render us doubly subject to violationfirst at the hands of familial and personal intimates and second at those of capital’s enforcers and enablers
226,the conventional feminist responses to gender violence are understandable but nonetheless inadequate
227,the most widespread response is the demand for criminalization and punishment
228,this “carceral feminism” as it has been called takes for granted precisely what needs to be called into question the mistaken assumption that the laws police and courts maintain sufficient autonomy from the capitalist power structure to counter its deepseated tendency to generate gender violence
229,in fact the criminal justice system disproportionately targets poor and workingclass men of color including migrants while leaving their whitecollar professional counterparts free to rape and batter it also leaves women to pick up the pieces traveling long distances to visit incarcerated sons and husbands providing for their households alone and dealing with the legal and bureaucratic fallout of imprisonment
230,likewise antitrafficking campaigns and laws against “sexual slavery” are frequently used to deport migrant women while their rapists and profiteers remain at large
231,at the same time the carceral response overlooks the importance of exit options for survivors
232,laws criminalizing marital rape or workplace assault won’t help women with nowhere else to go nor those with no way to get there
233,under such conditions no feminist with even a shred of sensitivity to class and race can endorse a carceral response to gender violence
234,equally inadequate are the “marketbased solutions” proffered by femocrats
235,from their lofty perches at global financial institutions these progressive neoliberals in skirts propose to shield their less fortunate southern sisters from violence by lending them small sums of money to start their own businesses
236,the evidence that microloans actually reduce domestic violence or promote women’s independence from men is spotty at best
237,however one effect is crystal clear microlending increases women’s dependence on their creditors
238,by tightening the noose of debt around the necks of poor and workingclass women this approach to gender violence inflicts a violence of its own
239,feminism for the 99 percent rejects both carceral and femocratic approaches to gender violence
240,we know that gender violence under capitalism is not a disruption of the regular order of things but a systemic condition
241,deeply anchored in the social order it can neither be understood nor redressed in isolation from the larger complex of capitalist violence the biopolitical violence of laws that deny reproductive freedom the economic violence of the market the bank the landlord and the loan shark the state violence of police courts and prison guards the transnational violence of border agents migration regimes and imperial armies the symbolic violence of mainstream culture that colonizes our minds distorts our bodies and silences our voices and the “slow” environmental violence that eats away at our communities and habitats
242,these dynamics while endemic to capitalism have sharply escalated during the present period of crisis
243,in the name of “individual responsibility” neoliberalism has slashed public funding for social provisions
244,in some cases it has marketized public services turning them into direct profit streams in others it has shunted them back to individual families forcing themand especially the women within themto bear the entire burden of care
245,the effect is to further encourage gender violence
246,in the united states the crash of the mortgage market disproportionately hit women of color who suffered the highest rates of eviction and were more likely to be forced to choose between homelessness and remaining in abusive relationships
247,in the uk the powers that be responded to the financial collapse by further slashing public servicesfirst and foremost funding for domestic violence shelters
248,in the caribbean an increase in food and fuel prices coincided with cuts in public funding for social services producing a rise in gender violence
249,these moves were accompanied by a proliferation of normalizing disciplinary propaganda
250,repeated admonitions to be a “good” wife or to have more children turn all too quickly into justifications for violence against those who fail to conform to normative gender roles and identities
251,today moreover antilabor laws exacerbate violence in economic sectors that rely heavily on women workers
252,in exportprocessing zones epzs such as the 3000 maquiladoras in mexico gender violence is widely deployed as a tool of labor discipline
253,bosses and managers in the factories use serial rape verbal abuse and humiliating body searches to increase productivity and discourage labor organizing
254,once entrenched in epzs it is only a matter of time before these practices are generalized through the whole of societyincluding in workingclass homes
255,in capitalist societies then gender violence is not freestanding
256,on the contrary it has deep roots within a social order that entwines women’s subordination with the gendered organization of work and the dynamics of capital accumulation
257,viewed this way it is not surprising that the metoo movement began as a protest against workplace abuse nor that the first statement of solidarity with the women in show business came from immigrant farmworkers in california they immediately recognized harvey weinstein not simply as a predator but as a powerful boss able to dictate who would be allowed to work in hollywood and who would not
258,violence in all its forms is integral to the everyday functioning of capitalist societyfor it is only through a mix of brute coercion and constructed consent that the system can sustain itself in the best of times
259,one form of violence cannot be stopped without stopping the others
260,vowing to eradicate them all feminists for the 99 percent aim to connect the struggle against gender violence to the fight against all forms of violence in capitalist societyand against the social system that undergirds them
261,at first sight today’s sexual struggles present an unambiguous choice
262,on one side stand the forces of sexual reaction on the other those of sexual liberalism
263,the reactionaries seek to outlaw sexual practices that they claim violate enduring family values or divine law
264,determined to uphold those supposedly timeless principles they would stone “adulterers” cane lesbians or subject gay people to “conversion therapy” by contrast the liberals fight for the legal rights of sexual dissidents and minorities
265,endorsing state recognition of oncetabooed relationships and despised identities they support “marriage equality” and lgbtq access to the ranks of the military
266,whereas the first side seeks to rehabilitate regressive archaismspatriarchy homophobia sexual repressionthe second stands for modernityindividual freedom selfexpression and sexual diversity
267,how could the choice be anything but a nobrainer
268,in reality though neither side is what it appears
269,on the one hand the sexual authoritarianism we encounter today is anything but archaic
270,while presented as timeless divine commands or ageold customs the prohibitions it aims to establish are in fact “neotraditional” reactive responses to capitalist development as modern as what they oppose
271,and by the same token the sexual rights promised by liberal opponents are conceived in terms that presuppose capitalist forms of modernity far from enabling real liberation they are normalizing statist and consumerist
272,to see why this is so consider the genealogy of this opposition
273,capitalist societies have always tried to regulate sexuality but the means and methods have varied historically
274,in the system’s early days before capitalist relations had been pervasively established it was left to preexisting authorities especially churches and communities to establish and enforce the norms that distinguished acceptable from sinful sex
275,later as capitalism proceeded to reshape the whole of society it incubated new bourgeois norms and modes of regulationincluding statesanctioned gender binarism and heteronormativity
276,confined neither to the capitalist metropole nor to the bourgeois classes these “modern” norms of gender and sexuality were broadly diffused including via colonialism and through mass culture and they were widely enforced by repressive and administrative state power including by familybased criteria of entitlement to social provisions
277,but they did not go unchallenged
278,on the contrary these norms collided not only with older sexual regimes but also with stillnewer aspirations for sexual freedom which found expression especially in cities in gay and lesbian subcultures and in avantgarde enclaves
279,later developments restructured that configuration
280,in the aftermath of the 1960s the bourgeois current softened while the liberationist strand overflowed the subcultures that originated it and went mainstream
281,as a result dominant factions of both those streams are increasingly united in a new project to normalize once taboo forms of sex within an expanded zone of state regulation and in a capitalfriendly guise that encourages individualism domesticity and commodity consumption
282,what lies behind this new configuration is a decisive shift in the nature of capitalism
283,increasingly financialized globalized and defamilialized capital is no longer implacably opposed to queer and noncis sexgender formations
284,nor do large corporations still insist on one and only one normative form of family or sex many of them are now willing to permit significant numbers of their employees to live outside heterosexual familiesthat is provided they toe the line both at the workplace and at the mall
285,in the marketplace too sexual dissidence finds a niche as a source of enticing advertising images product lines lifestyle commodities and prepackaged pleasures
286,sex sells in capitalist societyand neoliberalism merchandizes it in many flavors
287,today’s struggles over sexuality take the stage at a time of tremendous gender fluidity among the young and amid burgeoning queer and feminist movements
288,it is also a time of significant legal victories including formal gender equality lgbtq rights and marriage equalityall now enshrined in law in a growing list of countries throughout the world
289,these victories are the fruits of hardfought battles even as they also reflect momentous social and cultural changes associated with neoliberalism
290,nevertheless they are inherently fragile and constantly threatened
291,new legal rights do not stop the assault on lgbtq people who continue to experience gender and sexual violence symbolic misrecognition and social discrimination
292,in fact financialized capitalism is fueling a sexual backlash of major proportions
