,0
859,sexual
860,harassment
861,assault
862,barriers
863,reproductive
864,justice
865,curbs
866,right
867,strike
868,result
869,new
870,feminist
871,wave
872,potential
873,overcome
874,stubborn
875,divisive
876,opposition
877,“identity
878,politics”
879,“class
880,politics”
881,disclosing
882,unity
883,“workplace”
884,“private
885,life”
886,refuses
887,limit
888,struggles
889,spaces
890,redefining
891,counts
892,“work”
893,counts
894,“worker”
895,rejects
896,capitalism’s
897,structural
898,undervaluation
899,women’s
900,laborboth
901,paid
902,unpaid
903,told
904,women’s
905,strike
906,feminism
907,anticipates
908,possibility
909,new
910,unprecedented
911,phase
912,class
913,struggle
914,feminist
915,internationalist
916,environmentalist
917,antiracist
918,intervention
919,perfectly
920,timed
921,women’s
922,strike
923,militancy
924,erupted
925,moment
926,oncepowerful
927,trade
928,unions
929,centered
930,manufacturing
931,severely
932,weakened
933,reinvigorate
934,class
935,struggle
936,activists
937,turned
938,another
939,arena
940,neoliberal
941,assault
942,health
943,care
944,education
945,pensions
946,housing
947,targeting
948,prong
949,capital’s
950,fourdecade
951,attack
952,workingand
953,middleclass
954,living
955,conditions
956,trained
957,sights
958,labor
959,services
960,needed
961,sustain
962,human
963,beings
964,social
965,communities
966,sphere
967,“social
968,reproduction”
969,find
970,many
971,militant
972,strikes
973,fightbacks
974,strike
975,wave
976,teachers
977,united
978,states
979,struggle
980,water
981,privatization
982,ireland
983,strikes
984,dalit
985,sanitation
986,workers
987,indiaall
988,led
989,powered
990,womenworkers
991,revolting
992,capital’s
993,assault
994,social
995,reproduction
996,although
997,formally
998,affiliated
999,international
1000,women’s
1001,strike
1002,movement
1003,strikes
1004,much
1005,common
1006,valorize
1007,work
1008,necessary
1009,reproduce
1010,lives
1011,opposing
1012,exploitation
1013,combine
1014,wage
1015,workplace
1016,demands
1017,demands
1018,increased
1019,public
1020,spending
1021,social
1022,services
1023,countries
1024,argentina
1025,spain
1026,italy
1027,moreover
1028,women’s
1029,strike
1030,feminism
1031,attracted
1032,broad
1033,support
1034,forces
1035,opposing
1036,austerity
1037,women
1038,gendernonconforming
1039,people
1040,also
1041,men
1042,joined
1043,movement’s
1044,massive
1045,demonstrations
1046,defunding
1047,schools
1048,health
1049,care
1050,housing
1051,transport
1052,environmental
1053,protections
1054,opposition
1055,finance
1056,capital’s
1057,assault
1058,“public
1059,goods”
1060,feminist
1061,strikes
1062,thus
1063,becoming
1064,catalyst
1065,model
1066,broadbased
1067,efforts
1068,defend
1069,communities
1070,told
1071,new
1072,wave
1073,militant
1074,feminist
1075,activism
1076,rediscovering
1077,idea
1078,impossible
1079,demanding
1080,bread
1081,roses
1082,bread
1083,decades
1084,neoliberalism
1085,taken
1086,tables
1087,also
1088,beauty
1089,nourishes
1090,spirit
1091,exhilaration
1092,rebellion
1093,mainstream
1094,media
1095,continues
1096,equate
1097,feminism
1098,liberal
1099,feminism
1100,far
1101,providing
1102,solution
1103,liberal
1104,feminism
1105,part
1106,problem
1107,centered
1108,global
1109,north
1110,among
1111,professionalmanagerial
1112,stratum
1113,focused
1114,“leaningin”
1115,“cracking
1116,glass
1117,ceiling”
1118,dedicated
1119,enabling
1120,smattering
1121,privileged
1122,women
1123,climb
1124,corporate
1125,ladder
1126,ranks
1127,military
1128,propounds
1129,marketcentered
1130,view
1131,equality
1132,dovetails
1133,perfectly
1134,prevailing
1135,corporate
1136,enthusiasm
1137,“diversity”
1138,although
1139,condemns
1140,“discrimination”
1141,advocates
1142,“freedom
1143,choice”
1144,liberal
1145,feminism
1146,steadfastly
1147,refuses
1148,address
1149,socioeconomic
1150,constraints
1151,make
1152,freedom
1153,empowerment
1154,impossible
1155,large
1156,majority
1157,women
1158,real
1159,aim
1160,equality
1161,meritocracy
1162,rather
1163,seeking
1164,abolish
1165,social
1166,hierarchy
1167,aims
1168,“diversify”
1169,“empowering”
1170,“talented”
1171,women
1172,rise
1173,top
1174,treating
1175,women
1176,simply
1177,“underrepresented
1178,group”
1179,proponents
1180,seek
1181,ensure
1182,privileged
1183,souls
1184,attain
1185,positions
1186,pay
1187,par
1188,men
1189,class
1190,definition
1191,principal
1192,beneficiaries
1193,already
1194,possess
1195,considerable
1196,social
1197,cultural
1198,economic
1199,advantages
1200,everyone
1201,else
1202,remains
1203,stuck
1204,basement
1205,fully
1206,compatible
1207,ballooning
1208,inequality
1209,liberal
1210,feminism
1211,outsources
1212,oppression
1213,permits
1214,professionalmanagerial
1215,women
1216,lean
1217,precisely
1218,enabling
1219,lean
1220,poorly
1221,paid
1222,migrant
1223,women
1224,subcontract
1225,caregiving
1226,housework
1227,insensitive
1228,class
1229,race
1230,links
1231,cause
1232,elitism
1233,individualism
1234,projecting
1235,feminism
1236,“standalone”
1237,movement
1238,associates
1239,us
1240,policies
1241,harm
1242,majority
1243,cuts
1244,us
1245,struggles
1246,oppose
1247,policies
1248,short
1249,liberal
1250,feminism
1251,gives
1252,feminism
1253,bad
1254,name
1255,liberal
1256,feminism’s
1257,ethos
1258,converges
1259,corporate
1260,mores
1261,also
1262,supposedly
1263,“transgressive”
1264,currents
1265,neoliberal
1266,culture
1267,love
1268,affair
1269,individual
1270,advancement
1271,equally
1272,permeates
1273,world
1274,socialmedia
1275,celebrity
1276,also
1277,confuses
1278,feminism
1279,ascent
1280,individual
1281,women
1282,world
1283,“feminism”
1284,risks
1285,becoming
1286,trending
1287,hashtag
1288,vehicle
1289,selfpromotion
1290,deployed
1291,less
1292,liberate
1293,many
1294,elevate
1295,general
1296,liberal
1297,feminism
1298,supplies
1299,perfect
1300,alibi
1301,neoliberalism
1302,cloaking
1303,regressive
1304,policies
1305,aura
1306,emancipation
1307,enables
1308,forces
1309,supporting
1310,global
1311,capital
1312,portray
1313,“progressive”
1314,allied
1315,global
1316,finance
1317,united
1318,states
1319,providing
1320,cover
1321,islamophobia
1322,europe
1323,feminism
1324,female
1325,powerholders
1326,corporate
1327,gurus
1328,preach
1329,“lean
1330,in”
1331,femocrats
1332,push
1333,structural
1334,adjustment
1335,microcredit
1336,global
1337,south
1338,professional
1339,politicians
1340,pant
1341,suits
1342,collect
1343,sixfigure
1344,fees
1345,speeches
1346,wall
1347,street
1348,answer
1349,leanin
1350,feminism
1351,kickback
1352,feminism
1353,interest
1354,breaking
1355,glass
1356,ceiling
1357,leaving
1358,vast
1359,majority
1360,clean
1361,shards
1362,far
1363,celebrating
1364,women
1365,ceos
1366,occupy
1367,corner
1368,offices
1369,want
1370,get
1371,rid
1372,ceos
1373,corner
1374,offices
1375,feminism
1376,mind
1377,recognizes
1378,must
1379,respond
1380,crisis
1381,epochal
1382,proportions
1383,plummeting
1384,living
1385,standards
1386,looming
1387,ecological
1388,disaster
1389,rampaging
1390,wars
1391,intensified
1392,dispossession
1393,mass
1394,migrations
1395,met
1396,barbed
1397,wire
1398,emboldened
1399,racism
1400,xenophobia
1401,reversal
1402,hardwon
1403,rightsboth
1404,social
1405,political
1406,aspire
1407,meet
1408,challenges
1409,eschewing
1410,halfmeasures
1411,feminism
1412,envision
1413,aims
1414,tackle
1415,capitalist
1416,roots
1417,metastasizing
1418,barbarism
1419,refusing
1420,sacrifice
1421,wellbeing
1422,many
1423,order
1424,protect
1425,freedom
1426,champions
1427,needs
1428,rights
1429,manyof
1430,poor
1431,workingclass
1432,women
1433,racialized
1434,migrant
1435,women
1436,queer
1437,trans
1438,disabled
1439,women
1440,women
1441,encouraged
1442,see
1443,“middle
1444,class”
1445,even
1446,capital
1447,exploits
1448,feminism
1449,limit
1450,“women’s
1451,issues”
1452,traditionally
1453,defined
1454,standing
1455,exploited
1456,dominated
1457,oppressed
1458,aims
1459,become
1460,source
1461,hope
1462,whole
1463,humanity
1464,call
1465,feminism
1466,99
1467,percent
1468,inspired
1469,new
1470,wave
1471,women’s
1472,strikes
1473,feminism
1474,99
1475,percent
1476,emerging
1477,crucible
1478,practical
1479,experience
1480,informed
1481,theoretical
1482,reflection
1483,neoliberalism
1484,reshapes
1485,gender
1486,oppression
1487,eyes
1488,see
1489,way
1490,women
1491,gender
1492,nonconforming
1493,people
1494,actualize
1495,rights
1496,paper
1497,might
1498,still
1499,win
1500,transforming
1501,underlying
1502,social
1503,system
1504,hollows
1505,rights
1506,legal
1507,abortion
1508,little
1509,poor
1510,workingclass
1511,women
1512,neither
1513,means
1514,pay
1515,access
1516,clinics
1517,provide
1518,rather
1519,reproductive
1520,justice
1521,requires
1522,free
1523,universal
1524,notforprofit
1525,health
1526,care
1527,well
1528,end
1529,racist
1530,eugenicist
1531,practices
1532,medical
1533,profession
1534,likewise
1535,poor
1536,workingclass
1537,women
1538,wage
1539,equality
1540,mean
1541,equality
1542,misery
1543,unless
1544,comes
1545,jobs
1546,pay
1547,generous
1548,living
1549,wage
1550,substantive
1551,actionable
1552,labor
1553,rights
1554,new
1555,organization
1556,house
1557,carework
1558,laws
1559,criminalizing
1560,gender
1561,violence
1562,cruel
1563,hoax
1564,turn
1565,blind
1566,eye
1567,structural
1568,sexism
1569,racism
1570,criminal
1571,justice
1572,systems
1573,leaving
1574,intact
1575,police
1576,brutality
1577,mass
1578,incarceration
1579,deportation
1580,threats
1581,military
1582,interventions
1583,harassment
1584,abuse
1585,workplace
1586,finally
1587,legal
1588,emancipation
1589,remains
1590,empty
1591,shell
1592,include
1593,public
1594,services
1595,social
1596,housing
1597,funding
1598,ensure
1599,women
1600,leave
1601,domestic
1602,workplace
1603,violence
1604,ways
1605,feminism
1606,99
1607,percent
1608,seeks
1609,profound
1610,farreaching
1611,social
1612,transformation
1613,nutshell
1614,cannot
1615,separatist
1616,movement
1617,propose
1618,rather
1619,join
1620,every
1621,movement
1622,fights
1623,99
1624,percent
1625,whether
1626,struggling
1627,environmental
1628,justice
1629,free
1630,highquality
1631,education
1632,generous
1633,public
1634,services
1635,lowcost
1636,housing
1637,labor
1638,rights
1639,free
1640,universal
1641,health
1642,care
1643,world
1644,without
1645,racism
1646,war
1647,allying
1648,movements
1649,gain
1650,power
1651,vision
1652,dismantle
1653,social
1654,relations
1655,institutions
1656,oppress
1657,us
1658,feminism
1659,99
1660,percent
1661,embraces
1662,class
1663,struggle
1664,fight
1665,institutional
1666,racism
1667,centers
1668,concerns
1669,workingclass
1670,women
1671,stripes
1672,whether
1673,racialized
1674,migrant
1675,white
1676,cis
1677,trans
1678,gender
1679,nonconforming
1680,housewives
1681,sex
1682,workers
1683,paid
1684,hour
1685,week
1686,month
1687,unemployed
1688,precarious
1689,young
1690,old
1691,staunchly
1692,internationalist
1693,firmly
1694,opposed
1695,imperialism
1696,war
1697,feminism
1698,99
1699,percent
1700,antineoliberal
1701,also
1702,anticapitalist
1703,mainstream
1704,observers
1705,2007–2008
1706,marked
1707,beginning
1708,worst
1709,financial
1710,crisis
1711,since
1712,1930s
1713,although
1714,correct
1715,far
1716,goes
1717,understanding
1718,present
1719,crisis
1720,still
1721,narrow
1722,living
1723,crisis
1724,society
1725,whole
1726,means
1727,restricted
1728,precincts
1729,finance
1730,simultaneously
1731,crisis
1732,economy
1733,ecology
1734,politics
1735,“care”
1736,general
1737,crisis
1738,entire
1739,form
1740,social
1741,organization
1742,bottom
1743,crisis
1744,capitalismand
1745,particular
1746,viciously
1747,predatory
1748,form
1749,capitalism
1750,inhabit
1751,today
1752,globalizing
1753,financialized
1754,neoliberal
1755,capitalism
1756,generates
1757,crises
1758,periodicallyand
1759,reasons
1760,accidental
1761,system
1762,live
1763,exploiting
1764,wage
1765,labor
1766,also
1767,freerides
1768,nature
1769,public
1770,goods
1771,unwaged
1772,work
1773,reproduces
1774,human
1775,beings
1776,communities
1777,driven
1778,relentless
1779,pursuit
1780,unlimited
1781,profit
1782,capital
1783,expands
1784,helping
1785,things
1786,without
1787,paying
1788,replacement
1789,except
1790,forced
1791,primed
1792,logic
1793,degrade
1794,nature
1795,instrumentalize
1796,public
1797,powers
1798,commandeer
1799,unwaged
1800,carework
1801,capital
1802,periodically
1803,destabilizes
1804,conditions
1805,itand
1806,rest
1807,usrely
1808,upon
1809,survive
1810,crisis
1811,hardwired
1812,dna
1813,today’s
1814,crisis
1815,capitalism
1816,especially
1817,severe
1818,four
1819,decades
1820,neoliberalism
1821,driven
1822,wages
1823,weakened
1824,labor
1825,rights
1826,ravaged
1827,environment
1828,usurped
1829,energies
1830,available
1831,sustain
1832,families
1833,communitiesall
1834,spreading
1835,tentacles
1836,finance
1837,across
1838,social
1839,fabric
1840,wonder
1841,masses
1842,people
1843,throughout
1844,world
1845,saying
1846,“basta”
1847,open
1848,thinking
1849,outside
1850,box
1851,rejecting
1852,established
1853,political
1854,parties
1855,neoliberal
1856,commonsense
1857,“free
1858,market
1859,competition”
1860,“trickledown
1861,economics”
1862,“labor
1863,market
1864,flexibility”
1865,“unsustainable
1866,debt”
1867,result
1868,gaping
1869,vacuum
1870,leadership
1871,organizationand
1872,growing
1873,sense
1874,something
1875,must
1876,give
1877,feminism
1878,99
1879,percent
1880,among
1881,social
1882,forces
1883,leapt
1884,breach
1885,however
1886,command
1887,terrain
1888,rather
1889,share
1890,stage
1891,many
1892,bad
1893,actors
1894,upstart
1895,rightwing
1896,movements
1897,everywhere
1898,promise
1899,improve
1900,lot
1901,families
1902,“the
1903,right”
1904,ethnicity
1905,nationality
1906,religion
1907,ending
1908,“free
1909,trade”
1910,curtailing
1911,immigration
1912,restricting
1913,rights
1914,women
1915,people
1916,color
1917,lgbtq
1918,people
1919,meanwhile
1920,side
1921,dominant
1922,currents
1923,“the
1924,progressive
1925,resistance”
1926,advance
1927,equally
1928,unsavory
1929,agenda
1930,efforts
1931,restore
1932,status
1933,quo
1934,ante
1935,partisans
1936,global
1937,finance
1938,hope
1939,convince
1940,feminists
1941,antiracists
1942,environmentalists
1943,close
1944,ranks
1945,liberal
1946,“protectors”
1947,forego
1948,ambitious
1949,egalitarian
1950,projects
1951,social
1952,transformation
1953,feminists
1954,99
1955,percent
1956,decline
1957,proposal
1958,rejecting
1959,reactionary
1960,populism
1961,also
1962,progressive
1963,neoliberal
1964,opponents
1965,intend
1966,identify
1967,confront
1968,head
1969,real
1970,source
1971,crisis
1972,misery
1973,capitalism
1974,us
1975,words
1976,crisis
1977,simply
1978,time
1979,sufferingstill
1980,less
1981,mere
1982,impasse
1983,profitmaking
1984,crucially
1985,also
1986,moment
1987,political
1988,awakening
1989,opportunity
1990,social
1991,transformation
1992,times
1993,crisis
1994,critical
1995,masses
1996,people
1997,withdraw
1998,support
1999,powers
2000,rejecting
2001,politics
2002,usual
2003,begin
2004,search
2005,new
2006,ideas
2007,organizations
2008,alliances
2009,situations
2010,burning
2011,questions
2012,guide
2013,process
2014,societal
2015,transformation
2016,whose
2017,interest
2018,end
2019,type
2020,process
2021,whereby
2022,general
2023,crisis
2024,leads
2025,societal
2026,reorganization
2027,played
2028,several
2029,times
2030,modern
2031,historylargely
2032,capital’s
2033,benefit
2034,seeking
2035,restore
2036,profitability
2037,champions
2038,reinvented
2039,capitalism
2040,time
2041,againreconfiguring
2042,official
2043,economy
2044,also
2045,politics
2046,social
2047,reproduction
2048,relation
2049,nonhuman
2050,nature
2051,reorganized
2052,class
2053,exploitation
2054,also
2055,gender
2056,racial
2057,oppression
2058,often
2059,appropriating
2060,rebellious
2061,energies
2062,including
2063,feminist
2064,energies
2065,projects
2066,overwhelmingly
2067,benefit
2068,1
2069,percent
2070,process
2071,repeated
2072,today
2073,historically
2074,1
2075,percent
2076,always
2077,indifferent
2078,interests
2079,society
2080,majority
2081,today
2082,especially
2083,dangerous
2084,singleminded
2085,pursuit
2086,shortterm
2087,profits
2088,fail
2089,gauge
2090,depth
2091,crisis
2092,also
2093,threat
2094,poses
2095,longterm
2096,health
2097,capitalist
2098,system
2099,would
2100,rather
2101,drill
2102,oil
2103,ensure
2104,ecological
2105,preconditions
2106,future
2107,profits
2108,result
2109,crisis
2110,confront
2111,threatens
2112,life
2113,know
2114,struggle
2115,resolve
2116,poses
2117,fundamental
2118,questions
2119,social
2120,organization
2121,draw
2122,line
2123,delimiting
2124,economy
2125,society
2126,society
2127,nature
2128,production
2129,reproduction
2130,work
2131,family
2132,use
2133,social
2134,surplus
2135,collectively
2136,produce
2137,exactly
2138,decide
2139,matters
2140,profitmakers
2141,manage
2142,turn
2143,capitalism’s
2144,social
2145,contradictions
2146,new
2147,opportunities
2148,accumulating
2149,private
2150,wealth
2151,coopt
2152,important
2153,strands
2154,feminist
2155,rebellion
2156,even
2157,reorganize
2158,gender
2159,hierarchy
2160,mass
2161,uprising
2162,capital
2163,finally
2164,“the
2165,act
2166,human
2167,race
2168,travelling
2169,runaway
2170,train
2171,applies
2172,emergency
2173,brake”
2174,feminists
2175,forefront
2176,uprising
2177,say
2178,matter
2179,answer
2180,last
2181,question
2182,yes
2183,many
2184,people
2185,know
2186,capitalist
2187,societies
2188,definition
2189,class
2190,societies
2191,license
2192,small
2193,minority
2194,accumulate
2195,private
2196,profits
2197,exploiting
2198,much
2199,larger
2200,group
2201,must
2202,work
2203,wages
2204,less
2205,widely
2206,understood
2207,capitalist
2208,societies
2209,also
2210,definition
2211,wellsprings
2212,gender
2213,oppression
2214,far
2215,accidental
2216,sexism
2217,hardwired
2218,structure
2219,certainly
2220,capitalism
2221,invent
2222,subordination
2223,women
2224,latter
2225,existed
2226,various
2227,forms
2228,previous
2229,class
2230,societies
2231,capitalism
2232,established
2233,new
2234,distinctively
2235,“modern”
2236,forms
2237,sexism
2238,underpinned
2239,new
2240,institutional
2241,structures
2242,key
2243,move
2244,separate
2245,making
2246,people
2247,making
2248,profit
2249,assign
2250,first
2251,job
2252,women
2253,subordinate
2254,second
2255,stroke
2256,capitalism
2257,simultaneously
2258,reinvented
2259,women’s
2260,oppression
2261,turned
2262,whole
2263,world
2264,upside
2265,perversity
2266,becomes
2267,clear
2268,recall
2269,vital
2270,complex
2271,work
2272,peoplemaking
2273,actually
2274,activity
2275,create
2276,sustain
2277,life
2278,biological
2279,sense
2280,also
2281,creates
2282,sustains
2283,capacity
2284,workor
2285,marx
2286,called
2287,“labor
2288,power”
2289,means
2290,fashioning
2291,people
2292,“right”
2293,attitudes
2294,dispositions
2295,valuesabilities
2296,competences
2297,skills
2298,told
2299,peoplemaking
2300,work
2301,supplies
2302,fundamental
2303,preconditionsmaterial
2304,social
2305,culturalfor
2306,human
2307,society
2308,general
2309,capitalist
2310,production
2311,particular
2312,without
2313,neither
2314,life
2315,labor
2316,power
2317,could
2318,embodied
2319,human
2320,beings
2321,call
2322,vast
2323,body
2324,vital
2325,activity
2326,social
2327,reproduction
2328,capitalist
2329,societies
2330,pivotally
